x	y
1.524773	0.448841
-0.790280	1.524773
1.232889	-0.790280
-0.357099	1.232889
1.642347	-0.357099
-1.404433	1.642347
-0.079728	-1.404433
0.972314	-0.079728
0.430688	0.972314
1.506202	0.430688
-0.739438	1.506202
1.305092	-0.739438
-0.525096	1.305092
1.515802	-0.525096
-1.055183	1.515802
0.741329	-1.055183
0.533876	0.741329
1.337375	0.533876
-0.228409	1.337375
1.749042	-0.228409
-1.727670	1.749042
-1.060132	-1.727670
-0.242180	-1.060132
1.023309	-0.242180
0.280184	1.023309
1.628490	0.280184
-1.167924	1.628490
0.524500	-1.167924
0.774522	0.524500
0.957466	0.774522
0.715616	0.957466
1.175133	0.715616
0.233747	1.175133
1.697902	0.233747
-1.412748	1.697902
-0.086487	-1.412748
0.968695	-0.086487
0.435683	0.968695
1.500789	0.435683
-0.721663	1.500789
1.329440	-0.721663
-0.583909	1.329440
1.457882	-0.583909
-0.900593	1.457882
1.026297	-0.900593
0.076536	1.026297
1.702031	0.076536
-1.473950	1.702031
-0.261918	-1.473950
0.889214	-0.261918
0.530723	0.889214
1.385097	0.530723
-0.359276	1.385097
1.686450	-0.359276
-1.551895	1.686450
-0.502443	-1.551895
0.681983	-0.502443
0.784167	0.681983
0.989677	0.784167
0.655789	0.989677
1.266844	0.655789
-0.008156	1.266844
1.779987	-0.008156
-1.770799	1.779987
-1.201733	-1.770799
-0.575401	-1.201733
0.708394	-0.575401
0.725557	0.708394
1.086085	0.725557
0.438087	1.086085
1.533905	0.438087
-0.821438	1.533905
1.185412	-0.821438
-0.251632	1.185412
1.692305	-0.251632
-1.539385	1.692305
-0.462016	-1.539385
0.724726	-0.462016
0.736167	0.724726
1.075475	0.736167
0.464203	1.075475
1.507158	0.464203
-0.732264	1.507158
1.315936	-0.732264
-0.551368	1.315936
1.490774	-0.551368
-0.987818	1.490774
0.871448	-0.987818
0.344234	0.871448
1.542938	0.344234
-0.877386	1.542938
1.093075	-0.877386
-0.058028	1.093075
1.724555	-0.058028
-1.591499	1.724555
-0.615502	-1.591499
0.543708	-0.615502
0.919731	0.543708
0.717207	0.919731
1.161533	0.717207
0.266003	1.161533
1.677702	0.266003
-1.334884	1.677702
0.121396	-1.334884
0.984798	0.121396
0.466592	0.984798
1.477731	0.466592
-0.643712	1.477731
1.428954	-0.643712
-0.835023	1.428954
1.131422	-0.835023
-0.130623	1.131422
1.722364	-0.130623
-1.605726	1.722364
-0.661645	-1.605726
0.480508	-0.661645
0.970619	0.480508
0.602052	0.970619
1.328719	0.602052
-0.184879	1.328719
1.764435	-0.184879
-1.768696	1.764435
-1.198955	-1.768696
-0.568103	-1.198955
0.717573	-0.568103
0.714659	0.717573
1.104535	0.714659
0.394401	1.104535
1.575808	0.394401
-0.964851	1.575808
0.941805	-0.964851
0.223549	0.941805
1.632567	0.223549
-1.198211	1.632567
0.454060	-1.198211
0.834366	0.454060
0.840052	0.834366
0.944623	0.840052
0.759703	0.944623
1.106239	0.759703
0.404147	1.106239
1.568537	0.404147
-0.939064	1.568537
0.988719	-0.939064
0.140715	0.988719
1.676815	0.140715
-1.369494	1.676815
0.027529	-1.369494
0.988394	0.027529
0.431337	0.988394
1.510467	0.431337
-0.752109	1.510467
1.287472	-0.752109
-0.483216	1.287472
1.552744	-0.483216
-1.155978	1.552744
0.529537	-1.155978
0.772797	0.529537
0.961646	0.772797
0.707077	0.961646
1.188536	0.707077
0.199504	1.188536
1.716759	0.199504
-1.487410	1.716759
-0.297360	-1.487410
0.865354	-0.297360
0.561954	0.865354
1.343814	0.561954
-0.237250	1.343814
1.746857	-0.237250
-1.722683	1.746857
-1.043580	-1.722683
-0.205864	-1.043580
1.044546	-0.205864
0.247165	1.044546
1.652273	0.247165
-1.255858	1.652273
0.318502	-1.255858
0.921799	0.318502
0.645838	0.921799
1.259433	0.645838
0.007579	1.259433
1.777773	0.007579
-1.758202	1.777773
-1.157941	-1.758202
-0.468288	-1.157941
0.833324	-0.468288
0.565084	0.833324
1.330677	0.565084
-0.201175	1.330677
1.758732	-0.201175
-1.753489	1.758732
-1.147105	-1.753489
-0.441896	-1.147105
0.860596	-0.441896
0.526805	0.860596
1.380655	0.526805
-0.348167	1.380655
1.692976	-0.348167
-1.570618	1.692976
-0.558949	-1.570618
0.616390	-0.558949
0.852379	0.616390
0.858368	0.852379
0.918918	0.858368
0.813099	0.918918
1.014545	0.813099
0.614628	1.014545
1.326596	0.614628
-0.175469	1.326596
1.767190	-0.175469
-1.775599	1.767190
-1.222597	-1.775599
-0.627422	-1.222597
0.639562	-0.627422
0.802734	0.639562
0.947488	0.802734
0.743087	0.947488
1.132067	0.743087
0.341350	1.132067
1.623100	0.341350
-1.132050	1.623100
0.605394	-1.132050
0.693883	0.605394
1.100144	0.693883
0.397848	1.100144
1.571760	0.397848
-0.951074	1.571760
0.966986	-0.951074
0.179617	0.966986
1.657834	0.179617
-1.294527	1.657834
0.221550	-1.294527
0.962558	0.221550
0.539948	0.962558
1.397224	0.539948
-0.390250	1.397224
1.666872	-0.390250
-1.495537	1.666872
-0.336569	-1.495537
0.838061	-0.336569
0.596684	0.838061
1.295386	0.596684
-0.099021	1.295386
1.778811	-0.099021
-1.793874	1.778811
-1.284341	-1.793874
-0.787694	-1.284341
0.394235	-0.787694
1.008270	0.394235
0.501661	1.008270
1.450817	0.501661
-0.554371	1.450817
1.527918	-0.554371
-1.100844	1.527918
0.646518	-1.100844
0.651761	0.646518
1.169163	0.651761
0.228586	1.169163
1.698497	0.228586
-1.416318	1.698497
-0.096407	-1.416318
0.965810	-0.096407
0.438288	0.965810
1.497647	0.438288
-0.711459	1.497647
1.343120	-0.711459
-0.617410	1.343120
1.421741	-0.617410
-0.806570	1.421741
1.175967	-0.806570
-0.224869	1.175967
1.702224	-0.224869
-1.565027	1.702224
-0.538644	-1.565027
0.640355	-0.538644
0.828353	0.640355
0.905938	0.828353
0.827782	0.905938
0.986558	0.827782
0.675038	0.986558
1.240291	0.675038
0.064189	1.240291
1.767967	0.064189
-1.706452	1.767967
-0.981587	-1.706452
-0.075449	-0.981587
1.099831	-0.075449
0.167736	1.099831
1.701814	0.167736
-1.445850	1.701814
-0.179937	-1.445850
0.933868	-0.179937
0.473910	0.933868
1.455570	0.473910
-0.576510	1.455570
1.504307	-0.576510
-1.035894	1.504307
0.778216	-1.035894
0.483612	0.778216
1.399585	0.483612
-0.413753	1.399585
1.648684	-0.413753
-1.442283	1.648684
-0.185576	-1.442283
0.932876	-0.185576
0.474069	0.932876
1.455122	0.474069
-0.575159	1.455122
1.505729	-0.575159
-1.039768	1.505729
0.770602	-1.039768
0.494242	0.770602
1.386905	0.494242
-0.375234	1.386905
1.675271	-0.375234
-1.519103	1.675271
-0.405093	-1.519103
0.780169	-0.405093
0.669809	0.780169
1.185407	0.669809
0.195754	1.185407
1.717303	0.195754
-1.490402	1.717303
-0.306107	-1.490402
0.859178	-0.306107
0.569982	0.859178
1.332874	0.569982
-0.205559	1.332874
1.757608	-0.205559
-1.750852	1.757608
-1.138202	-1.750852
-0.420759	-1.138202
0.881502	-0.420759
0.496727	0.881502
1.417713	0.496727
-0.460891	1.417713
1.612894	-0.460891
-1.339693	1.612894
0.089091	-1.339693
0.990155	0.089091
0.446321	0.990155
1.497844	0.446321
-0.709641	1.497844
1.345762	-0.709641
-0.623969	1.345762
1.414391	-0.623969
-0.787694	1.414391
1.203856	-0.787694
-0.285578	1.203856
1.679602	-0.285578
-1.506736	1.679602
-0.366374	-1.506736
0.813749	-0.366374
0.627900	0.813749
1.249866	0.627900
0.026205	1.249866
1.774273	0.026205
-1.740183	1.774273
-1.095956	-1.740183
-0.323174	-1.095956
0.966772	-0.323174
0.368400	0.966772
1.554313	0.368400
-0.905368	1.554313
1.046603	-0.905368
0.033012	1.046603
1.712891	0.033012
-1.524092	1.712891
-0.408989	-1.524092
0.775501	-0.408989
0.675902	0.775501
1.175807	0.675902
0.220250	1.175807
1.704232	0.220250
-1.438332	1.704232
-0.157530	-1.438332
0.943685	-0.157530
0.462200	0.943685
1.469476	0.462200
-0.620700	1.469476
1.455574	-0.620700
-0.904906	1.455574
1.017817	-0.904906
0.092576	1.017817
1.696775	0.092576
-1.451272	1.696775
-0.197158	-1.451272
0.925747	-0.197158
0.483845	0.925747
1.443618	0.483845
-0.538880	1.443618
1.542694	-0.538880
-1.141568	1.542694
0.559631	-1.141568
0.744343	0.559631
1.013843	0.744343
0.595424	1.013843
1.349623	0.595424
-0.242855	1.349623
1.745908	-0.242855
-1.721052	1.745908
-1.038248	-1.721052
-0.194275	-1.038248
1.050783	-0.194275
0.237573	1.050783
1.658794	0.237573
-1.280325	1.658794
0.258405	-1.280325
0.949129	0.258405
0.576675	0.949129
1.352184	0.576675
-0.255399	1.352184
1.740426	-0.255399
-1.705704	1.740426
-0.987298	-1.705704
-0.086469	-0.987298
1.096334	-0.086469
0.172112	1.096334
1.699278	0.172112
-1.435910	1.699278
-0.152056	-1.435910
0.946106	-0.152056
0.459267	0.946106
1.472906	0.459267
-0.631671	1.472906
1.442863	-0.631671
-0.871355	1.442863
1.073599	-0.871355
-0.014022	1.073599
1.721883	-0.014022
-1.569088	1.721883
-0.545473	-1.569088
0.631733	-0.545473
0.837272	0.631733
0.888496	0.837272
0.861756	0.888496
0.923926	0.861756
0.804888	0.923926
1.029332	0.804888
0.581942	1.029332
1.370144	0.581942
-0.302711	1.370144
1.719409	-0.302711
-1.647180	1.719409
-0.797380	-1.647180
0.270030	-0.797380
1.087870	0.270030
0.297549	1.087870
1.637825	0.297549
-1.193207	1.637825
0.467604	-1.193207
0.823385	0.467604
0.862319	0.823385
0.903422	0.862319
0.842525	0.903422
0.961179	0.842525
0.728893	0.961179
1.157069	0.728893
0.279860	1.157069
1.668799	0.279860
-1.300933	1.668799
0.208213	-1.300933
0.966368	0.208213
0.528597	0.966368
1.410495	0.528597
-0.430917	1.410495
1.637459	-0.430917
-1.410548	1.637459
-0.098407	-1.410548
0.967152	-0.098407
0.435095	0.967152
1.500838	0.435095
-0.721985	1.500838
1.328989	-0.721985
-0.582807	1.328989
1.459033	-0.582807
-0.903619	1.459033
1.021183	-0.903619
0.086100	1.021183
1.698942	0.086100
-1.460573	1.698942
-0.223591	-1.460573
0.911835	-0.223591
0.501479	0.911835
1.422069	0.501479
-0.471836	1.422069
1.603991	-0.471836
-1.314339	1.603991
0.153711	-1.314339
0.982071	0.153711
0.481649	0.982071
1.462636	0.481649
-0.594808	1.462636
1.484994	-0.594808
-0.983649	1.484994
0.877933	-0.983649
0.334139	0.877933
1.551731	0.334139
-0.907628	1.551731
1.041731	-0.907628
0.042508	1.041731
1.710712	0.042508
-1.513785	1.710712
-0.378331	-1.513785
0.802730	-0.378331
0.642125	0.802730
1.228494	0.642125
0.083439	1.228494
1.761586	0.083439
-1.678154	1.761586
-0.887726	-1.678154
0.108497	-0.887726
1.121911	0.108497
0.173865	1.121911
1.706344	0.173865
-1.459451	1.706344
-0.218093	-1.459451
0.914600	-0.218093
0.498078	0.914600
1.426298	0.498078
-0.484902	1.426298
1.592759	-0.484902
-1.282352	1.592759
0.233401	-1.282352
0.960818	0.233401
0.546848	0.960818
1.389203	0.546848
-0.365830	1.389203
1.682930	-0.365830
-1.542001	1.682930
-0.472887	-1.542001
0.713778	-0.472887
0.748655	0.713778
1.053648	0.748655
0.514422	1.053648
1.451465	0.514422
-0.552424	1.451465
1.530267	-0.552424
-1.107444	1.530267
0.632648	-1.107444
0.667523	0.632648
1.144207	0.667523
0.291047	1.144207
1.658554	0.291047
-1.263486	1.658554
0.301170	-1.263486
0.930251	0.301170
0.624985	0.930251
1.288470	0.624985
-0.072658	1.288470
1.781262	-0.072658
-1.794690	1.781262
-1.286535	-1.794690
-0.793580	-1.286535
0.384270	-0.793580
1.014263	0.384270
0.486552	1.014263
1.467546	0.486552
-0.607726	1.467546
1.470933	-0.607726
-0.945961	1.470933
0.946438	-0.945961
0.220468	0.946438
1.635325	0.220468
-1.208148	1.635325
0.430975	-1.208148
0.851816	0.430975
0.803702	0.851816
1.009608	0.803702
0.621802	1.009608
1.316245	0.621802
-0.145960	1.316245
1.773569	-0.145960
-1.789336	1.773569
-1.269651	-1.789336
-0.748814	-1.269651
0.458382	-0.748814
0.965242	0.458382
0.605823	0.965242
1.322551	0.605823
-0.167393	1.322551
1.768745	-0.167393
-1.778676	1.768745
-1.233065	-1.778676
-0.654051	-1.233065
0.602298	-0.654051
0.841022	0.602298
0.873372	0.841022
0.889528	0.873372
0.870751	0.889528
0.908650	0.870751
0.835580	0.908650
0.974402	0.835580
0.701216	0.974402
1.200617	0.701216
0.168883	1.200617
1.731664	0.168883
-1.547995	1.731664
-0.476788	-1.547995
0.708275	-0.476788
0.755311	0.708275
1.041988	0.755311
0.540853	1.041988
1.420074	0.540853
-0.454354	1.420074
1.619584	-0.454354
-1.359359	1.619584
0.038017	-1.359359
0.990747	0.038017
0.429826	0.990747
1.512474	0.429826
-0.758629	1.512474
1.278224	-0.758629
-0.461444	1.278224
1.570536	-0.461444
-1.205017	1.570536
0.419095	-1.205017
0.862855	0.419095
0.781210	0.862855
1.048567	0.781210
0.534870	1.048567
1.428484	0.534870
-0.480105	1.428484
1.598044	-0.480105
-1.297778	1.598044
0.195187	-1.297778
0.972569	0.195187
0.512666	0.972569
1.428944	0.512666
-0.488082	1.428944
1.590459	-0.488082
-1.275985	1.590459
0.248999	-1.275985
0.955204	0.248999
0.562286	0.955204
1.370396	0.562286
-0.309299	1.370396
1.715453	-0.309299
-1.635568	1.715453
-0.760446	-1.635568
0.331052	-0.760446
1.062271	0.331052
0.370896	1.062271
1.581118	0.370896
-0.988664	1.581118
0.896879	-0.988664
0.299009	0.896879
1.579657	0.299009
-1.005614	1.579657
0.862637	-1.005614
0.354173	0.862637
1.533352	0.354173
-0.844917	1.533352
1.146121	-0.844917
-0.167069	1.146121
1.715924	-0.167069
-1.594517	1.715924
-0.627707	-1.594517
0.527628	-0.627707
0.933296	0.527628
0.687247	0.933296
1.207681	0.687247
0.147681	1.207681
1.740495	0.147681
-1.585018	1.740495
-0.590132	-1.585018
0.576239	-0.590132
0.890909	0.576239
0.779152	0.890909
1.060195	0.779152
0.509732	1.060195
1.458232	0.509732
-0.573520	1.458232
1.508544	-0.573520
-1.047761	1.508544
0.754761	-1.047761
0.516008	0.754761
1.360164	0.516008
-0.295244	1.360164
1.720880	-0.295244
-1.650002	1.720880
-0.806242	-1.650002
0.254974	-0.806242
1.093116	0.254974
0.281590	1.093116
1.648642	0.281590
-1.233543	1.648642
0.372964	-1.233543
0.890835	0.372964
0.718303	0.890835
1.151292	0.718303
0.290019	1.151292
1.661277	0.290019
-1.272835	1.661277
0.278275	-1.272835
0.940713	0.278275
0.598542	0.940713
1.323961	0.598542
-0.173309	1.323961
1.767152	-0.173309
-1.774820	1.767152
-1.219839	-1.774820
-0.620452	-1.219839
0.649087	-0.620452
0.792550	0.649087
0.966591	0.792550
0.703467	0.966591
1.195112	0.703467
0.182747	1.195112
1.725137	0.182747
-1.521273	1.725137
-0.396731	-1.521273
0.786222	-0.396731
0.662835	0.786222
1.196516	0.662835
0.167200	1.196516
